species	n_ir	genome_size_bp	total_ir_span_bp	mean_arm_len_bp	median_arm_len_bp	max_arm_len_bp	mean_span_bp	median_span_bp	max_span_bp	median_spacer_bp	mean_spacer_bp	median_tir_ident	mean_tir_ident	median_score	ir_density_per_mb	n_immediate	prop_immediate	n_spaced	prop_spaced	n_wide	prop_wide	n_overlap	prop_overlap
Alliopsis_billbergi	10240	964652415	549559212	5727.8448	922.0	121189	53667.8918	32292.0	246471	6087.5	31604.1686	0.957	0.8786	362.0	10.6152	3916	0.3824	5232	0.5109	1046	0.1021	46	0.0045
Allophyes_oxyacanthae	3114	458464223	200434716	4586.9772	443.0	121761	64365.6763	43110.5	249510	22191.5	50125.8298	0.965	0.8822	326.0	6.7922	745	0.2392	1732	0.5562	632	0.203	5	0.0016
Alloplasta_piceator	7	1338593	773717	4437.4286	1619.0	21391	110531.0	103325.0	189026	99720.0	101405.0	0.999	0.9184	334.0	5.2294	0	0.0	4	0.5714	3	0.4286	0	0.0
Allygidius_commutatus	16347	1786863865	980372167	2928.7248	591.0	121499	59972.6046	37109.0	249020	25309.0	49986.8683	0.914	0.8485	335.0	9.1484	2639	0.1614	10306	0.6305	3110	0.1902	292	0.0179
Alnus_cordata	3629	465051400	261470159	3419.5867	56.0	106377	72050.1954	55284.0	248005	39237.0	61111.3739	0.843	0.7704	327.0	7.8034	254	0.07	2341	0.6451	891	0.2455	143	0.0394
Alnus_glutinosa	3580	457427357	255988795	3238.0933	54.0	106939	71505.25	56231.5	246707	41870.0	60997.2818	0.84	0.7747	327.0	7.8264	280	0.0782	2334	0.652	870	0.243	96	0.0268
Alnus_incana	4075	501561249	267908700	2715.1379	68.0	98092	65744.4663	48415.0	245547	37957.0	57418.0682	0.851	0.7784	326.0	8.1246	320	0.0785	2725	0.6687	924	0.2267	106	0.026
Alomya_debellator	1038	200287847	68489262	1449.5328	60.0	70841	65981.948	46204.0	249136	42356.0	62825.3189	0.7965	0.7024	306.0	5.1825	117	0.1127	644	0.6204	275	0.2649	2	0.0019
Alopecurus_geniculatus	41047	6215851500	3242138440	3201.1924	1766.0	121351	78986.0024	64808.0	249657	56877.0	71794.7453	0.884	0.8665	313.0	6.6036	2168	0.0528	26627	0.6487	12230	0.298	22	0.0005
Alopochen_aegyptiaca	4659	1230181733	381339927	3272.9706	456.0	124327	81850.1668	67786.0	248596	56475.0	73710.504	0.946	0.8608	317.0	3.7872	191	0.041	3031	0.6506	1432	0.3074	5	0.0011
Alsophila_aescularia	7131	901056389	469628066	3657.9189	491.0	115507	65857.2523	47858.0	247939	32661.0	54300.7327	0.904	0.8107	323.0	7.914	1114	0.1562	4401	0.6172	1518	0.2129	98	0.0137
Altenia_scriptella	4210	438976647	209723801	3123.7038	535.0	119514	49815.6297	22972.5	240390	10452.0	38840.0373	0.95	0.8873	326.0	9.5905	1215	0.2886	2377	0.5646	617	0.1466	1	0.0002
Altica_lythri	10292	945397712	397741652	2861.7181	758.0	123443	38645.7105	15616.0	249442	8076.0	30197.7558	0.957	0.8963	348.0	10.8864	3499	0.34	5672	0.5511	1000	0.0972	121	0.0118
Alucita_hexadactyla	8780	877242087	511380016	4172.494	669.5	120147	58243.7376	37914.0	249033	19013.5	42617.7249	0.957	0.8618	324.0	10.0086	1874	0.2134	5217	0.5942	1362	0.1551	327	0.0372
Alydus_calcaratus	8707	1006244688	726209299	10441.6135	709.0	123229	83405.2256	71714.0	247753	26184.0	46549.9227	0.83	0.7168	344.0	8.653	1672	0.192	5596	0.6427	1424	0.1635	15	0.0017
Amanita_rubescens	185	35933237	7845671	1695.9189	1085.0	8138	42409.0324	22665.0	221924	19078.0	38464.3243	0.923	0.9136	301.0	5.1484	13	0.0703	154	0.8324	18	0.0973	0	0.0
Amara_aenea	6864	837608828	373492881	3984.9783	569.0	116158	54413.2985	29963.0	247792	14187.0	41046.2177	0.951	0.8881	348.0	8.1948	1669	0.2432	4086	0.5953	1029	0.1499	80	0.0117
Amara_convexiuscula	5235	674660586	376767634	12959.9469	1487.0	121495	71970.8947	52504.0	248663	11361.0	33130.2306	0.921	0.7782	359.0	7.7595	1448	0.2766	3173	0.6061	539	0.103	75	0.0143
Amara_familiaris	7686	850514817	431796611	6701.0181	935.0	122439	56179.6267	31225.0	246995	12468.0	36446.0545	0.951	0.8622	352.0	9.0369	2177	0.2832	4529	0.5893	951	0.1237	29	0.0038
Amara_ovata	6915	773151546	380997249	4790.2713	742.0	124096	55097.2161	31013.0	248573	15742.0	40518.1422	0.947	0.8799	349.0	8.9439	1669	0.2414	4239	0.613	968	0.14	39	0.0056
Amaurobius_ferox	33319	3545075696	1860096631	4322.4507	918.0	121965	55826.9045	34562.0	249069	18199.0	41652.2635	0.908	0.8383	345.0	9.3987	7540	0.2263	20482	0.6147	4772	0.1432	525	0.0158
Amblyjoppa_fuscipennis	2270	274243785	144730556	2900.4396	57.0	116884	63757.9542	44890.0	243319	34344.5	56917.5912	0.8395	0.7555	314.0	8.2773	154	0.0678	1571	0.6921	500	0.2203	45	0.0198
Amblyjoppa_proteus	2315	289365954	149969952	3675.2747	54.0	112888	64781.8367	45167.0	245768	34061.0	54666.403	0.844	0.7469	315.0	8.0003	192	0.0829	1597	0.6898	470	0.203	56	0.0242
Amblyteles_armatorius	717	224730016	50919266	4431.9902	318.0	109483	71017.1074	50048.0	239420	41574.0	64570.1437	0.825	0.713	309.0	3.1905	87	0.1213	425	0.5927	197	0.2748	8	0.0112
Ametastegia_equiseti	1816	292025247	61656094	2954.826	765.5	113273	33951.5936	10601.5	247831	3568.0	24147.902	0.968	0.8803	332.0	6.2186	791	0.4356	867	0.4774	149	0.082	9	0.005
Ammi_majus	6604	911282474	488227034	3357.9915	987.0	107802	73928.9876	56347.0	249448	47201.0	66017.9334	0.887	0.8279	333.0	7.2469	354	0.0536	4441	0.6725	1740	0.2635	69	0.0104
Ammophila_pubescens	2307	405114729	152127299	6345.6337	467.0	119808	65941.6121	45504.0	247427	28387.0	49750.1422	0.863	0.7549	310.0	5.6947	389	0.1686	1469	0.6368	419	0.1816	30	0.013
Ampedus_sanguinolentus	15659	1565809074	596411646	3106.124	802.0	122889	38087.467	11529.0	248651	4218.0	28376.8769	0.937	0.8972	346.0	10.0006	5815	0.3714	8301	0.5301	1532	0.0978	11	0.0007
Amphibalanus_improvisus	8996	758131977	244984599	1757.6151	694.0	114745	27232.6144	7538.5	247828	3572.0	22687.0614	0.951	0.8847	314.0	11.866	3550	0.3946	4844	0.5385	582	0.0647	20	0.0022
Amphidium_lapponicum	1505	264260927	86364428	2715.0578	1255.0	102650	57385.002	35222.0	249209	27536.0	51408.3462	0.941	0.9169	323.0	5.6951	63	0.0419	1164	0.7734	274	0.1821	4	0.0027
Amphidium_mougeotii	1586	269841988	86799783	2804.1482	1262.0	80690	54728.7409	30772.0	248468	21961.0	48320.5889	0.941	0.9183	325.0	5.8775	172	0.1084	1138	0.7175	276	0.174	0	0.0
Amphigerontia_contaminata	3841	443018047	214600323	5972.3236	794.0	119255	55870.9511	33800.0	242488	12303.0	38330.7035	0.948	0.8611	322.0	8.6701	1087	0.283	2223	0.5788	515	0.1341	16	0.0042
Amphimallon_solstitiale	11	2118897	1641589	40486.7273	24917.0	88402	149235.3636	196990.0	239670	41861.0	67016.0909	0.49	0.5869	388.0	5.1914	0	0.0	8	0.7273	3	0.2727	0	0.0
Amphipoea_lucens	6596	647269566	352627439	4440.7727	525.0	121060	53460.8003	30159.5	246695	11826.5	37765.3361	0.967	0.8834	323.0	10.1905	1782	0.2702	3925	0.5951	871	0.132	18	0.0027
Amphipoea_oculea	6800	668829116	355596764	3718.2951	546.0	118984	52293.6418	28658.5	246679	12318.0	38870.8993	0.967	0.8971	324.0	10.167	1944	0.2859	3905	0.5743	946	0.1391	5	0.0007
Amphipyra_berbera	4483	582189925	374773980	10014.6322	469.0	114261	83598.9248	72047.0	248156	38006.0	56170.7569	0.933	0.7849	322.0	7.7002	525	0.1171	3039	0.6779	913	0.2037	6	0.0013
Amphipyra_tragopoginis	7702	805653278	445097851	4002.8398	473.0	122273	57789.9053	38257.5	247381	19746.0	43893.7734	0.972	0.8986	325.0	9.5599	2038	0.2646	4445	0.5771	1218	0.1581	1	0.0001
Anacampsis_blattariella	6042	587704205	288570567	2930.1655	825.0	117900	47760.7691	22534.5	249309	12750.5	39043.2334	0.955	0.908	330.5	10.2807	1564	0.2589	3647	0.6036	828	0.137	3	0.0005
Anagallis_arvensis	5654	1092788158	407654331	2888.1304	774.5	107955	72100.1647	52727.5	249696	42668.5	65002.9572	0.901	0.8596	339.0	5.1739	775	0.1371	3261	0.5768	1591	0.2814	27	0.0048
Anaglyptus_mysticus	11024	933507316	368261013	2939.5596	843.0	117004	33405.3894	10647.0	245527	2497.0	24511.8099	0.944	0.9003	352.0	11.8092	5086	0.4614	5092	0.4619	826	0.0749	20	0.0018
Anania_coronata	3875	511347541	247487651	5381.8792	363.0	118961	63867.7809	43527.0	248544	22441.0	48976.6157	0.959	0.8506	326.0	7.578	676	0.1745	2448	0.6317	736	0.1899	15	0.0039
Anania_crocealis	5235	623703314	362299838	4612.4537	420.0	111611	69207.2279	51830.0	247738	36513.0	56335.2031	0.951	0.8715	328.0	8.3934	755	0.1442	3357	0.6413	1119	0.2138	4	0.0008
Anania_fuscalis	5112	563471648	296763004	4253.1667	603.0	115599	58052.2308	36787.5	247103	18953.5	44131.1719	0.955	0.8753	327.0	9.0723	1312	0.2567	2933	0.5737	856	0.1674	11	0.0022
Anania_hortulata	9	1342435	560164	1203.0	1184.0	1883	62240.4444	38501.0	140637	36595.0	59707.0	1.0	1.0	324.0	6.7042	0	0.0	7	0.7778	2	0.2222	0	0.0
Anania_verbascalis	4283	498161965	280796597	5550.0439	474.0	123335	65560.7278	47500.0	247610	30056.0	50201.6239	0.923	0.8499	326.0	8.5976	835	0.195	2641	0.6166	801	0.187	6	0.0014
Anaplectoides_prasina	4100	506725578	251891634	4068.1505	352.0	115603	61436.9839	39427.0	247119	25366.0	49716.41	0.957	0.881	321.0	8.0912	847	0.2066	2461	0.6002	789	0.1924	3	0.0007
Anarsia_innoxiella	2290	302913609	149316893	4976.5664	513.0	116284	65203.8834	47779.0	243241	22466.0	46742.9734	0.964	0.8738	329.0	7.5599	552	0.241	1338	0.5843	400	0.1747	0	0.0
Anarsia_spartiella	4295	374197358	168398637	2927.1364	657.0	114956	39208.0645	11084.0	249356	3245.0	27685.6068	0.964	0.9013	333.0	11.4779	1843	0.4291	2065	0.4808	384	0.0894	3	0.0007
Anarta_trifolii	5178	632118937	258283985	2078.3859	538.0	105202	49881.0323	22493.0	246878	15239.0	43952.7088	0.95	0.9107	322.0	8.1915	1153	0.2227	3144	0.6072	873	0.1686	8	0.0015
Anas_acuta	3926	1154603235	316260046	2459.9536	244.0	116870	80555.2843	66037.5	247146	59862.0	75268.5734	0.915	0.8284	316.0	3.4003	87	0.0222	2582	0.6577	1252	0.3189	5	0.0013
Anas_platyrhynchos	3561	1112619210	303663507	2735.7506	313.0	107965	85274.7843	73572.0	246622	64880.0	78923.5748	0.924	0.8377	317.0	3.2006	108	0.0303	2238	0.6285	1210	0.3398	5	0.0014
Anaspis_frontalis	10096	793249734	290517817	2362.9827	817.0	123337	28775.5365	6472.0	247697	2779.5	22241.2853	0.954	0.9091	339.0	12.7274	4471	0.4428	4943	0.4896	678	0.0672	4	0.0004
Anaspis_maculata	9735	756307927	228605270	1734.9323	774.0	116047	23482.8218	4447.0	245296	2022.0	17967.4327	0.94	0.9149	344.0	12.8717	4835	0.4967	4379	0.4498	514	0.0528	7	0.0007
Anaspis_regimbarti	6076	457395793	129160879	2050.2497	837.5	113929	21257.5509	4365.5	243184	1814.0	15290.0148	0.961	0.9304	351.0	13.2839	3239	0.5331	2587	0.4258	249	0.041	1	0.0002
Anastrepta_orcadensis	3416	599382920	256570760	2452.2172	1422.0	97996	75108.5363	55457.5	247524	49576.0	69591.555	0.894	0.8743	309.0	5.6992	175	0.0512	2250	0.6587	986	0.2886	5	0.0015
Anastrophyllum_donnianum	4353	685707764	305281528	3230.7356	1510.0	114553	70131.2952	48856.0	249198	40747.0	62738.4261	0.916	0.8934	307.0	6.3482	262	0.0602	3005	0.6903	1085	0.2493	1	0.0002
Ancistrocerus_nigricornis	9	1265149	804229	842.7778	913.0	1636	89358.7778	75190.0	230376	73385.0	86638.3333	1.0	0.9859	325.0	7.1138	0	0.0	8	0.8889	1	0.1111	0	0.0
Ancylis_achatana	4775	543832919	292856578	4610.0172	390.0	114415	61331.2205	40597.0	245502	23614.0	47878.0926	0.953	0.861	322.0	8.7803	799	0.1673	3078	0.6446	863	0.1807	35	0.0073
Ancylis_unculana	3482	405892059	234514831	5457.1804	445.0	114158	67350.612	49876.5	242917	32310.5	52055.4512	0.9415	0.8244	322.0	8.5786	491	0.141	2313	0.6643	665	0.191	13	0.0037
Andreaea_frigida	1879	238216020	130129493	3444.2783	2077.0	87460	69254.653	50855.0	245118	41824.0	61087.5844	0.946	0.9255	307.0	7.8878	117	0.0623	1319	0.702	443	0.2358	0	0.0
Andreaea_hookeri	1547	210311253	102989858	2549.5527	1050.0	116577	66573.9224	46092.0	247823	39409.0	60642.6962	0.935	0.9105	306.0	7.3558	77	0.0498	1113	0.7195	357	0.2308	0	0.0
Andreaea_mutabilis	1292	202417598	82920383	2578.6029	1038.0	78610	64179.863	43419.0	245414	36354.0	58388.5782	0.925	0.8984	306.0	6.3828	91	0.0704	916	0.709	285	0.2206	0	0.0
Andreaea_nivalis	1832	248145381	111159431	2415.6627	913.5	117650	60676.5453	40156.5	249662	33783.0	54901.3313	0.923	0.8888	304.0	7.3828	182	0.0993	1269	0.6927	380	0.2074	1	0.0005
Andreaea_rothii	1757	239478805	129621425	4693.4223	3748.0	101075	73774.2886	56107.0	245671	42179.0	62481.9806	0.958	0.9365	309.0	7.3368	106	0.0603	1201	0.6836	450	0.2561	0	0.0
Andrena_angustior	1560	311375069	75920083	3113.6353	749.0	112834	48666.7199	18464.5	243346	10339.0	40242.2038	0.979	0.9156	318.0	5.01	485	0.3109	827	0.5301	248	0.159	0	0.0
Andrena_barbilabris	3586	429980083	159685209	3170.3012	1014.5	110317	44530.1754	17150.5	241233	9890.0	36340.9088	0.968	0.9166	320.0	8.3399	1199	0.3344	1911	0.5329	474	0.1322	2	0.0006
Andrena_bicolor	1881	335151127	95842436	3059.2355	758.0	122654	50952.9165	21950.0	245740	15883.0	43605.5577	0.966	0.8993	319.0	5.6124	483	0.2568	1083	0.5758	315	0.1675	0	0.0
Andrena_bucephala	11	1439395	723673	5043.3636	690.0	46741	65788.4545	49599.0	152457	44874.0	55561.0909	1.0	0.9291	330.0	7.6421	2	0.1818	8	0.7273	1	0.0909	0	0.0
Andrena_chrysosceles	2719	458020490	108999214	3249.6664	1080.0	102655	40087.9787	15053.0	245266	6261.0	31861.6447	0.982	0.9411	321.0	5.9364	924	0.3398	1473	0.5417	322	0.1184	0	0.0
Andrena_clarkella	4143	388041323	172769914	2789.2892	814.0	120270	41701.6447	17873.0	248416	8239.0	33681.9218	0.969	0.9186	329.0	10.6767	1539	0.3715	2133	0.5148	466	0.1125	5	0.0012
Andrena_dorsata	10	1533661	823623	4103.6	854.5	33758	82362.3	72721.5	196525	44527.5	62793.5	0.974	0.9013	325.0	6.5203	2	0.2	6	0.6	2	0.2	0	0.0
Andrena_flavipes	1767	307556644	62794145	2274.4154	914.0	83980	35537.1505	11802.0	249826	6869.0	29587.9689	0.972	0.9212	323.0	5.7453	621	0.3514	967	0.5473	177	0.1002	2	0.0011
Andrena_fulva	8	1466785	872167	19860.125	1920.0	96573	109020.875	110268.5	205945	44872.5	69264.0	0.9995	0.8504	330.0	5.4541	1	0.125	4	0.5	3	0.375	0	0.0
Andrena_haemorrhoa	14	1494005	788076	4260.7857	955.0	47301	56291.1429	51016.5	208483	48968.0	48438.1429	0.999	0.9465	328.0	9.3708	3	0.2143	10	0.7143	1	0.0714	0	0.0
Andrena_hattorfiana	10	1409226	886104	670.8	482.0	1589	88610.4	50710.5	209257	49005.0	86463.9	0.9835	0.9663	320.0	7.0961	0	0.0	7	0.7	3	0.3	0	0.0
Andrena_helvola	4268	439526817	179267391	3040.9571	815.0	120092	42002.6689	16632.5	247372	8376.0	33977.4229	0.973	0.9249	325.0	9.7104	1561	0.3657	2206	0.5169	501	0.1174	0	0.0
Andrena_marginata	1975	337921160	91722259	2002.8962	757.0	89415	46441.6501	17986.0	244989	11857.0	40723.1544	0.964	0.8838	316.0	5.8446	571	0.2891	1062	0.5377	332	0.1681	10	0.0051
Andrena_minutula	2465	359884275	108999668	4214.041	842.0	116979	44218.9323	16251.0	246336	6933.0	32553.8832	0.975	0.911	326.0	6.8494	812	0.3294	1371	0.5562	278	0.1128	4	0.0016
Andrena_nitida	2151	329418475	82547533	1964.2297	692.0	113284	38376.3519	15364.0	244628	11225.0	33418.0549	0.963	0.9083	314.0	6.5297	478	0.2222	1434	0.6667	239	0.1111	0	0.0
Andrena_praecox	4282	519081210	194241331	2753.3872	760.0	111992	45362.2912	19106.0	246326	11911.5	37337.6158	0.971	0.9178	324.0	8.2492	1384	0.3232	2328	0.5437	568	0.1326	2	0.0005
Andrena_scotica	14	1536524	1007620	795.5	775.5	1196	71972.8571	56058.0	198485	54055.5	70330.3571	0.999	0.9842	324.0	9.1115	1	0.0714	10	0.7143	3	0.2143	0	0.0
Andrena_trimmerana	12	1435785	826482	4237.3333	1188.0	39539	68873.5	56468.0	164994	41656.5	52876.5833	0.9985	0.9198	326.0	8.3578	1	0.0833	9	0.75	2	0.1667	0	0.0
Anerastia_lotella	11652	1076466650	635746355	4820.8792	586.5	115901	54561.1359	33231.5	249532	8060.5	34046.3755	0.941	0.8513	327.0	10.8243	2988	0.2564	6594	0.5659	1325	0.1137	745	0.0639
Anisosticta_novemdecimpunctata	4206	438467562	229323578	6389.4536	1000.0	120825	54522.962	29114.0	244611	11759.0	36330.9318	0.946	0.8849	340.0	9.5925	1288	0.3062	2392	0.5687	513	0.122	13	0.0031
Anisus_vortex	6028	856521222	450658768	2325.3723	333.5	120742	74760.9104	59326.5	246831	49915.0	67706.9504	0.892	0.8116	333.0	7.0378	290	0.0481	3934	0.6526	1662	0.2757	142	0.0236
Anobium_punctatum	2165	277310552	84604565	3303.6476	879.0	109343	39078.321	14957.0	249089	7216.0	29999.2836	0.95	0.9024	326.0	7.8071	691	0.3192	1254	0.5792	213	0.0984	7	0.0032
Anoectangium_aestivum	2127	260426078	110531980	2156.3822	734.0	94371	51966.1401	27774.0	246940	21852.0	46843.819	0.938	0.9125	326.0	8.1674	315	0.1481	1444	0.6789	365	0.1716	3	0.0014
Anomodon_viticulosus	2673	359971669	155017222	2136.9151	792.0	101604	57993.7232	34769.0	246491	27773.0	52592.6158	0.918	0.8843	334.0	7.4256	298	0.1115	1808	0.6764	540	0.202	27	0.0101
Anomoia_purmunda	5082	794125295	301380464	1809.161	612.0	118285	59303.5152	33511.5	249371	27276.5	54713.3506	0.948	0.9123	328.5	6.3995	720	0.1417	3183	0.6263	1169	0.23	10	0.002
Anopheles_coluzzii	1580	250399481	103182731	1957.4848	157.0	104494	65305.5259	44191.5	241373	37910.0	60292.5994	0.8755	0.7528	309.0	6.3099	225	0.1424	949	0.6006	397	0.2513	9	0.0057
Anoplius_nigerrimus	10	1345805	850766	15111.5	9850.0	49174	85076.6	77560.0	192595	37019.0	50968.5	0.5255	0.6301	325.0	7.4305	1	0.1	7	0.7	2	0.2	0	0.0
Anorthoa_munda	8789	938442483	502672049	3754.3992	525.0	121814	57193.3154	37062.0	246921	23016.0	45593.503	0.931	0.8614	324.0	9.3655	2004	0.228	5344	0.608	1431	0.1628	10	0.0011
Anser_albifrons	4109	1268451446	352349360	5917.4446	425.0	119382	85750.6352	70693.0	249137	54593.0	73185.0594	0.922	0.8341	316.0	3.2394	135	0.0329	2731	0.6646	1241	0.302	2	0.0005
Anser_anser	4140	1269228250	356422476	5195.7208	445.0	119795	86092.3855	72080.5	247363	57352.5	74626.9205	0.932	0.8503	316.0	3.2618	114	0.0275	2731	0.6597	1292	0.3121	3	0.0007
Anser_brachyrhynchus	4092	1258012633	347254545	5410.4497	450.0	121662	84861.8145	69881.0	247131	54805.0	72757.2771	0.9295	0.8442	317.0	3.2527	129	0.0315	2728	0.6667	1235	0.3018	0	0.0
Anser_erythropus	4158	1289088685	359304825	5774.8557	432.0	118412	86412.8968	69261.5	248549	55032.5	73864.2511	0.924	0.8396	316.0	3.2255	114	0.0274	2775	0.6674	1269	0.3052	0	0.0
Anser_fabalis	4019	1247461882	335793650	4935.3727	423.0	119515	83551.5427	68140.0	246648	54913.0	72880.2777	0.928	0.8411	317.0	3.2217	123	0.0306	2687	0.6686	1208	0.3006	1	0.0002
Anseropoda_placenta	2585	448271626	160025726	6529.8851	954.0	119819	61905.5033	39181.0	245117	17829.0	45776.5528	0.912	0.8342	314.0	5.7666	501	0.1938	1649	0.6379	427	0.1652	8	0.0031
Antedon_bifida	2062	314797558	94553982	3625.8021	681.0	113360	45855.4714	12997.0	239430	5027.0	35135.8841	0.933	0.8823	340.0	6.5502	676	0.3278	1102	0.5344	279	0.1353	5	0.0024
Anthobium_unicolor	3112	337574308	180638278	5632.9341	883.0	121508	58045.7192	37721.5	245703	20094.0	41695.079	0.941	0.8567	358.0	9.2187	661	0.2124	1989	0.6391	444	0.1427	18	0.0058
Anthocharis_cardamines	3332	359406062	219413780	6107.0294	516.0	116848	65850.4742	49371.0	245678	16060.5	40653.0927	0.953	0.8497	337.0	9.2709	927	0.2782	1874	0.5624	474	0.1423	57	0.0171
Anthocomus_fasciatus	5237	527612273	138929389	1555.2024	577.0	114737	26528.4302	3824.0	244422	1916.0	22110.7407	0.962	0.9257	337.0	9.9258	2703	0.5161	2141	0.4088	392	0.0749	1	0.0002
Anthocoris_nemoralis	2562	298461805	159886780	5595.3443	863.0	115065	62407.018	44752.0	245135	26501.0	46877.1768	0.937	0.8502	354.0	8.584	466	0.1819	1669	0.6514	426	0.1663	1	0.0004
Anthomyza_gracilis	4709	567610969	285796476	3101.052	867.0	112843	60691.543	39210.0	247149	27425.0	51734.176	0.942	0.8992	315.0	8.2962	750	0.1593	3027	0.6428	930	0.1975	2	0.0004
Anthophora_plumipes	1742	596847634	132794705	8855.1452	454.5	123475	76231.1739	53719.0	249589	32891.5	56452.3909	0.912	0.8574	344.0	2.9187	240	0.1378	1072	0.6154	396	0.2273	34	0.0195
Anthrax_anthrax	1035	319863589	75440398	9569.7295	1079.0	114382	72889.2734	55883.0	240471	18342.0	43982.972	0.957	0.8633	371.0	3.2358	250	0.2415	622	0.601	159	0.1536	4	0.0039
Anthyllis_vulneraria	2076	314545143	134074955	2804.8054	866.0	115366	64583.3117	43309.0	247688	33451.5	57435.3984	0.9075	0.8579	325.0	6.6	230	0.1108	1335	0.6431	491	0.2365	20	0.0096
Anticlea_derivata	2771	355701182	237063342	12174.2703	533.0	115936	85551.5489	74142.0	243272	34703.0	52827.6492	0.942	0.7688	319.0	7.7902	340	0.1227	1901	0.686	512	0.1848	18	0.0065
Antitrichia_curtipendula	2703	389824091	169962680	2288.0984	741.0	112791	62879.2749	42583.0	248642	35139.0	57315.1195	0.933	0.8951	330.0	6.9339	216	0.0799	1876	0.694	602	0.2227	9	0.0033
Antitype_chi	24	2430423	1572957	3354.4167	1458.5	14996	65539.875	53402.5	218157	31673.0	50228.5	0.9305	0.8958	380.5	9.8748	2	0.0833	18	0.75	4	0.1667	0	0.0
Apaeleticus_inimicus	1351	222881859	86471120	2834.8327	80.0	102490	64005.2702	44211.0	241919	35348.0	57781.8682	0.844	0.7399	313.0	6.0615	246	0.1821	781	0.5781	319	0.2361	5	0.0037
Apamea_anceps	5204	615359269	354637842	4190.2512	512.0	113680	68147.1641	51398.5	247899	34176.5	54494.2465	0.95	0.8724	323.0	8.4568	873	0.1678	3229	0.6205	1095	0.2104	7	0.0013
Apamea_crenata	4419	579942205	315031711	4387.8402	485.0	116002	71290.2718	54055.0	246151	36320.0	57296.6556	0.959	0.8814	322.0	7.6197	819	0.1853	2606	0.5897	991	0.2243	3	0.0007
Apamea_epomidion	4769	624424401	340582194	3955.0581	587.0	114388	71415.8511	55101.0	248952	43286.0	61192.2395	0.964	0.896	321.0	7.6374	480	0.1007	3134	0.6572	1145	0.2401	10	0.0021
Apamea_lithoxylaea	4300	563548114	319958957	6638.1467	518.0	114626	74409.0598	59747.0	247860	38390.0	56813.91	0.961	0.8512	322.0	7.6302	485	0.1128	2902	0.6749	910	0.2116	3	0.0007
Apamea_monoglypha	4485	575655105	322294068	5977.7351	490.0	120212	71860.4388	55527.0	247218	32863.0	54134.7518	0.955	0.8506	321.0	7.7911	741	0.1652	2814	0.6274	925	0.2062	5	0.0011
Apamea_sordens	5290	614313245	353574777	5779.9975	657.0	117536	66838.3321	50932.5	246361	29927.5	49787.7013	0.9455	0.8536	324.0	8.6112	1069	0.2021	3275	0.6191	942	0.1781	4	0.0008
Apamea_sublustris	5516	644245059	354490465	4611.2669	563.5	105506	64265.8566	45870.5	249481	28667.0	50192.647	0.966	0.8883	321.0	8.562	1045	0.1894	3460	0.6273	1008	0.1827	3	0.0005
Apamea_unanimis	3838	540161782	281763236	5645.9677	479.0	120546	73414.0792	56471.0	244240	37019.5	57827.2327	0.952	0.8609	320.0	7.1053	538	0.1402	2419	0.6303	878	0.2288	3	0.0008
Apechthis_compunctor	1635	372562711	122186321	6586.0954	708.0	116176	74731.6948	55636.0	247838	38926.0	59207.7835	0.904	0.793	311.0	4.3885	196	0.1199	1059	0.6477	372	0.2275	8	0.0049
Apeira_syringaria	12	2002988	1729833	42279.1667	43575.5	103322	144152.75	151463.5	208278	29417.5	50519.75	0.4775	0.527	388.5	5.991	1	0.0833	9	0.75	2	0.1667	0	0.0
Aphantopus_hyperantus	3123	408245207	256228338	8105.6366	409.0	115010	82045.5773	71432.0	242651	38869.0	57719.3237	0.915	0.7887	323.0	7.6498	408	0.1306	1978	0.6334	684	0.219	53	0.017
Aphelia_paleana	4616	484606221	241639981	2624.5102	597.0	107631	52348.3494	30431.0	246877	18328.5	43319.4872	0.954	0.9003	325.0	9.5253	1255	0.2719	2641	0.5721	717	0.1553	3	0.0006
Aphelia_viburniana	4655	484601286	216977858	2261.8518	607.0	115147	46611.7847	18487.0	248005	10542.0	38769.5319	0.963	0.9152	325.0	9.6058	1482	0.3184	2503	0.5377	667	0.1433	3	0.0006
Aphidecta_obliterata	2888	342285930	219207934	10371.438	1238.5	116233	75903.0242	62424.0	248878	22678.0	43019.2659	0.914	0.7948	334.0	8.4374	608	0.2105	1857	0.643	420	0.1454	3	0.001
Aphodius_fimetarius	11372	1260185184	662329625	6812.3553	1562.0	122562	58242.1408	39053.0	247360	17783.0	41463.0791	0.926	0.8483	340.0	9.0241	2700	0.2374	6861	0.6033	1645	0.1447	166	0.0146
Aphodius_granarius	2599	340093667	135720294	5337.4617	756.0	117009	52220.1978	27268.0	247652	15534.0	39930.873	0.959	0.8859	336.0	7.642	579	0.2228	1597	0.6145	373	0.1435	50	0.0192
Aphodius_sticticus	6426	626848324	323849038	2761.911	753.5	116090	50396.6757	28337.5	241549	19453.0	42594.2622	0.929	0.8572	336.0	10.2513	1588	0.2471	3768	0.5864	962	0.1497	108	0.0168
Aphomia_sociella	5272	679705584	477169191	13939.036	809.0	123197	90510.0893	82606.0	249002	29325.5	47813.894	0.864	0.7206	331.0	7.7563	612	0.1161	3268	0.6199	877	0.1664	515	0.0977
Aplasta_ononaria	2305	282736367	166993537	2944.2512	859.0	112605	72448.3892	58159.0	245366	44275.0	61433.3987	0.962	0.8918	328.0	8.1525	198	0.0859	1472	0.6386	555	0.2408	80	0.0347
