species	n_ir	genome_size_bp	total_ir_span_bp	mean_arm_len_bp	median_arm_len_bp	max_arm_len_bp	mean_span_bp	median_span_bp	max_span_bp	median_spacer_bp	mean_spacer_bp	median_tir_ident	mean_tir_ident	median_score	ir_density_per_mb	n_immediate	prop_immediate	n_spaced	prop_spaced	n_wide	prop_wide	n_overlap	prop_overlap
Pollenia_pediculata	11969	1186336860	585005121	3757.4864	766.0	121405	48876.6915	25746.0	248557	12568.0	37293.9549	0.947	0.8965	352.0	10.089	3617	0.3022	6761	0.5649	1540	0.1287	51	0.0043
Polycarpa_mamillaris	6516	648697095	263104446	3443.7336	810.0	115240	40378.2145	15811.5	247335	10822.0	30786.0551	0.921	0.8648	311.0	10.0447	1337	0.2052	4552	0.6986	621	0.0953	6	0.0009
Polycarpon_tetraphyllum	8618	1253508032	615856157	2403.3659	574.0	123300	71461.6102	54434.0	249292	46537.0	64852.8619	0.892	0.8283	324.0	6.8751	620	0.0719	5532	0.6419	2239	0.2598	227	0.0263
Polydrusus_cervinus	8	1120781	1007509	16024.75	5219.5	74994	125938.625	110812.5	212789	43683.0	68199.625	0.93	0.7777	385.5	7.1379	1	0.125	5	0.625	2	0.25	0	0.0
Polydrusus_formosus	13	1417791	788786	2402.7692	1078.0	12201	60675.8462	34239.0	176377	32330.0	55572.4615	0.985	0.9397	376.0	9.1692	0	0.0	10	0.7692	3	0.2308	0	0.0
Polydrusus_impressifrons	5691	540334412	291207432	6674.7341	797.0	115828	51169.8176	25032.0	247479	5686.0	29439.7055	0.949	0.8576	355.0	10.5324	2327	0.4089	2831	0.4975	531	0.0933	2	0.0004
Polydrusus_pterygomalis	7	1385709	956528	2361.5714	1189.0	9293	136646.8571	140016.0	244854	137599.0	131086.2857	0.96	0.8909	377.0	5.0516	0	0.0	3	0.4286	4	0.5714	0	0.0
Polydrusus_tereticollis	15	2172543	1560335	17632.3333	5187.0	66016	104022.3333	105619.0	185468	25498.0	32719.9333	0.624	0.708	338.0	6.9044	4	0.2667	10	0.6667	1	0.0667	0	0.0
Polygala_serpyllifolia	2109	335110519	138955413	4015.9929	1136.0	116380	65886.872	46953.0	248692	33755.0	55140.6041	0.92	0.8807	321.0	6.2934	234	0.111	1406	0.6667	464	0.22	5	0.0024
Polygonum_aviculare	1928	345750925	136305557	2654.0778	1108.5	120214	70697.903	49922.0	247057	43132.0	64702.805	0.9	0.8812	318.0	5.5763	164	0.0851	1257	0.652	505	0.2619	2	0.001
Polygonum_maritimum	2622	428940034	181944645	3282.9703	1082.0	107017	69391.5503	51839.0	247084	43354.0	61775.6686	0.907	0.882	320.0	6.1127	211	0.0805	1764	0.6728	643	0.2452	4	0.0015
Polymixis_flavicincta	6612	765389209	433100278	3762.0687	672.0	112066	65502.1594	48344.5	248479	33819.5	54090.9312	0.973	0.9107	322.0	8.6387	1069	0.1617	4191	0.6338	1349	0.204	3	0.0005
Polymixis_lichenea	6552	716337483	371547130	3440.3175	516.5	117122	56707.4374	33381.0	248115	21357.5	47066.8916	0.96	0.8973	320.0	9.1465	903	0.1378	4459	0.6806	1186	0.181	4	0.0006
Polyommatus_icarus	5173	528373386	296717415	3595.6174	617.0	115475	57358.8662	38425.0	247162	20991.0	43626.9091	0.945	0.8735	331.0	9.7904	1124	0.2173	3034	0.5865	796	0.1539	219	0.0423
Polyploca_ridens	4229	485514867	227764292	4086.3942	468.0	118689	53857.7186	33216.0	246973	23208.0	43397.005	0.949	0.8793	324.0	8.7103	650	0.1537	2977	0.7039	602	0.1424	0	0.0
Polypogon_plumigeralis	3378	634307217	238970939	2694.4799	442.0	114551	70743.3212	53297.5	247242	41783.5	62116.3549	0.9395	0.8645	326.0	5.3255	498	0.1474	1932	0.5719	870	0.2575	78	0.0231
Polypogon_viridis	19045	2845841816	1427985808	2887.4747	1577.0	114908	74979.5646	57790.0	249812	50399.0	68456.275	0.907	0.8787	310.0	6.6922	1214	0.0637	12393	0.6507	5380	0.2825	58	0.003
Polytribax_perspicillator	1114	314204752	52883768	4012.7451	1052.0	110882	47471.9641	18514.5	244528	10415.0	37555.5135	0.945	0.8862	321.0	3.5455	293	0.263	665	0.5969	154	0.1382	2	0.0018
Polytrichastrum_sexangulare	5879	790756514	394272915	2660.9301	561.0	118498	67064.6224	48379.0	248010	39554.0	60185.9231	0.951	0.9111	312.0	7.4347	468	0.0796	4007	0.6816	1383	0.2352	21	0.0036
Polytrichum_commune	2604	406521074	162646961	2048.4339	550.0	97845	62460.4305	41618.5	242173	35327.5	57534.4508	0.947	0.9048	313.0	6.4056	282	0.1083	1732	0.6651	584	0.2243	6	0.0023
Polytrichum_formosum	3567	478269278	213929355	2983.7034	604.0	112305	59974.5879	38085.0	244768	30020.0	53135.4096	0.95	0.8991	315.0	7.4581	523	0.1466	2307	0.6468	721	0.2021	16	0.0045
Polytrichum_juniperinum	2848	374588642	171210660	2241.6464	548.0	112848	60116.1025	38685.5	243811	31469.5	54596.7584	0.943	0.9016	315.0	7.603	321	0.1127	1921	0.6745	597	0.2096	9	0.0032
Polytrichum_piliferum	3072	434869765	203650544	2931.3135	517.0	117493	66292.4948	44784.0	248834	34293.0	58051.332	0.928	0.8773	314.0	7.0642	377	0.1227	1943	0.6325	739	0.2406	13	0.0042
Polytrichum_strictum	2360	326440427	153012210	2136.5292	410.0	117965	64835.6822	45322.0	247619	38313.0	59221.5153	0.9275	0.8722	314.0	7.2295	227	0.0962	1575	0.6674	544	0.2305	14	0.0059
Pomatias_elegans	8485	1066529617	491639357	1669.1747	527.0	121345	57942.1753	32759.0	246141	27542.0	53879.5339	0.944	0.9148	317.0	7.9557	1058	0.1247	5604	0.6605	1819	0.2144	4	0.0005
Populus_nigra	2540	413316594	197816313	2207.7614	52.0	116372	77880.4382	64224.0	247288	55228.5	72047.8098	0.88	0.8361	339.0	6.1454	82	0.0323	1665	0.6555	767	0.302	26	0.0102
Populus_tremula	1757	406095201	136543231	4549.132	730.0	106034	77713.848	62867.0	248658	47193.0	67185.1298	0.88	0.8156	339.0	4.3266	151	0.0859	1095	0.6232	495	0.2817	16	0.0091
Porella_arboris_vitae	7146	1197171551	519468337	4509.4141	1327.0	120732	72693.582	54439.0	249646	41757.0	62530.9751	0.865	0.8018	313.0	5.9691	726	0.1016	4478	0.6266	1830	0.2561	112	0.0157
Poromitra_crassiceps	15193	1560330912	908527860	3442.0388	70.0	119679	59799.1088	42039.0	246458	28347.0	49161.6467	0.833	0.7451	311.0	9.737	1657	0.1091	10235	0.6737	2665	0.1754	636	0.0419
Porpolomopsis_calyptriformis	234	33460502	10697525	3004.0769	1535.5	58637	45715.9188	25753.0	228602	17651.5	38650.2778	0.9275	0.9072	302.0	6.9933	28	0.1197	181	0.7735	25	0.1068	0	0.0
Portevinia_maculata	11	1391997	738583	771.9091	827.0	1323	67143.9091	36928.0	173470	34301.0	69779.8182	1.0	0.9902	323.0	7.9023	0	0.0	7	0.6364	4	0.3636	0	0.0
Potamogeton_compressus	1580	306755606	119847018	2817.0209	980.0	105285	75852.543	57291.5	246757	50360.0	69335.0551	0.895	0.85	326.0	5.1507	83	0.0525	1046	0.662	448	0.2835	3	0.0019
Potamogeton_crispus	2585	484702019	192575721	3199.1752	882.0	120380	74497.3776	57574.0	248858	48498.0	67590.7335	0.892	0.851	329.0	5.3332	169	0.0654	1679	0.6495	737	0.2851	0	0.0
Potamogeton_epihydrus	1224	255920612	90899387	3594.5376	913.5	115236	74264.2051	57965.0	248348	47684.0	66297.5057	0.902	0.8714	326.0	4.7827	88	0.0719	799	0.6528	334	0.2729	3	0.0025
Potamogeton_lucens	3230	588002480	244640025	2938.8393	1054.0	114860	75739.9458	57560.0	248621	49031.0	68872.6344	0.89	0.848	327.0	5.4932	274	0.0848	2020	0.6254	925	0.2864	11	0.0034
Potamogeton_natans	2976	661711890	232887360	5345.6179	937.5	118903	78255.1613	59024.0	249273	46129.0	66739.463	0.896	0.8371	327.0	4.4974	215	0.0722	1914	0.6431	827	0.2779	20	0.0067
Potamogeton_nodosus	3590	636263444	249561584	3767.8713	1027.0	112457	69515.7616	49587.0	249645	38107.5	61014.9006	0.89	0.8366	327.0	5.6423	289	0.0805	2369	0.6599	881	0.2454	51	0.0142
Potamogeton_perfoliatus	3208	647717686	247058120	4200.7572	1030.0	119245	77013.1297	61101.5	249583	48092.5	67255.3865	0.881	0.8229	328.0	4.9528	273	0.0851	1988	0.6197	920	0.2868	27	0.0084
Potamogeton_pusillus	1264	271605069	94907988	2989.5862	890.0	112198	75085.4335	56002.0	244473	49111.0	68628.4731	0.888	0.8464	326.0	4.6538	104	0.0823	788	0.6234	369	0.2919	3	0.0024
Potamogeton_trichoides	1604	308611199	118600086	3190.884	958.5	102836	73940.2032	58659.0	244408	48687.0	66243.7263	0.893	0.8477	327.0	5.1975	88	0.0549	1092	0.6808	419	0.2612	5	0.0031
Potentilla_anglica	7540	1193354590	599804808	5127.6233	713.0	119223	79549.7093	65892.5	249319	51762.5	67785.1718	0.854	0.7636	319.0	6.3183	634	0.0841	4777	0.6336	2115	0.2805	14	0.0019
Potentilla_anserina	1394	224203357	109893108	1877.6973	851.0	88181	78832.9326	62993.0	238889	58196.5	74268.5782	0.869	0.808	320.0	6.2176	63	0.0452	886	0.6356	437	0.3135	8	0.0057
Potentilla_indica	9342	1426209104	727761632	1759.2413	65.0	118839	77902.1229	62600.5	248665	57466.5	73709.7137	0.846	0.79	320.0	6.5502	567	0.0607	5837	0.6248	2928	0.3134	10	0.0011
Potentilla_sterilis	5271	737308227	378412477	3191.0159	1322.0	104364	71791.4014	56472.0	249612	47329.0	64113.5965	0.908	0.8601	316.0	7.149	334	0.0634	3584	0.6799	1317	0.2499	36	0.0068
Poterium_sanguisorba	12018	1453670655	857841604	3092.1212	1222.0	117258	71379.7307	56057.0	246893	46637.0	63140.3009	0.875	0.8378	328.0	8.2673	694	0.0577	8157	0.6787	2981	0.248	186	0.0155
Prays_fraxinella	3409	366296494	225065577	7113.7976	511.0	117664	66020.9965	49488.0	249733	17750.0	41270.6811	0.942	0.8043	329.0	9.3067	815	0.2391	2115	0.6204	472	0.1385	7	0.0021
Primula_farinosa	12018	1453670655	857841604	3092.1212	1222.0	117258	71379.7307	56057.0	246893	46637.0	63140.3009	0.875	0.8378	328.0	8.2673	694	0.0577	8157	0.6787	2981	0.248	186	0.0155
Primula_scotica	24116	3106217438	1571252552	2837.5701	1016.0	123954	65153.9456	47981.0	249289	40220.5	57998.784	0.865	0.8297	327.0	7.7638	1465	0.0607	17166	0.7118	5208	0.216	277	0.0115
Primula_veris	2963	436159108	206200013	3090.5407	739.0	109854	69591.6345	51385.0	248692	42812.0	62204.972	0.891	0.8427	336.0	6.7934	317	0.107	1846	0.623	765	0.2582	35	0.0118
Primula_vulgaris	2839	411462846	195727009	2646.7327	958.0	108606	68942.2364	51346.0	246434	42406.0	62328.5653	0.905	0.8665	336.0	6.8998	307	0.1081	1798	0.6333	717	0.2526	17	0.006
Priocnemis_perturbator	1854	372556868	93332869	6553.1381	1115.0	118438	50341.3533	19344.5	248213	7733.0	34468.4946	0.947	0.8823	318.0	4.9764	582	0.3139	1049	0.5658	222	0.1197	1	0.0005
Prionocyphon_serricornis	3216	419661360	195589293	2908.9527	490.0	113991	60817.5662	38691.0	245080	29450.0	52816.9089	0.933	0.8793	331.0	7.6633	620	0.1928	1905	0.5924	663	0.2062	28	0.0087
Prionychus_ater	2211	377193450	138283269	1673.7286	523.0	104059	62543.3148	42358.0	249125	37759.0	58433.8607	0.953	0.9163	326.0	5.8617	247	0.1117	1475	0.6671	488	0.2207	1	0.0005
Procloeon_bifidum	1220	200807101	49415429	1463.6754	508.5	82397	40504.45	10834.5	239495	6539.5	36108.7943	0.9565	0.888	326.0	6.0755	404	0.3311	639	0.5238	170	0.1393	7	0.0057
Promethes_sulcator	2068	277500755	115637078	2212.6025	241.5	99514	55917.3491	33295.0	245132	27333.5	51018.3733	0.8865	0.7752	317.0	7.4522	335	0.162	1327	0.6417	397	0.192	9	0.0044
Propylea_quattuordecimpunctata	6655	578323011	274504214	4411.1528	784.0	111101	41247.8158	15477.0	246284	2493.0	25044.8941	0.96	0.8954	347.0	11.5074	3087	0.4639	3038	0.4565	528	0.0793	2	0.0003
Protarchanara_brevilinea	5555	638343373	358755097	3878.4209	1017.0	118622	64582.3757	47495.0	248836	31178.0	51554.697	0.988	0.9204	324.0	8.7022	1016	0.1829	3450	0.6211	1068	0.1923	21	0.0038
Protocalliphora_azurea	8	1550351	813849	13417.0	1094.5	99676	101731.125	94423.0	200870	59972.0	74668.5	1.0	0.9248	339.5	5.1601	2	0.25	3	0.375	3	0.375	0	0.0
Protoclythia_modesta	5292	634535043	378310102	8605.1759	926.0	120301	71487.1697	56276.0	248303	27043.5	47905.9698	0.923	0.815	347.0	8.34	854	0.1614	3505	0.6623	903	0.1706	30	0.0057
Protodeltote_pygarga	3143	421124877	213318055	4838.6796	357.0	118429	67870.8416	50194.0	241941	26982.0	52041.9268	0.964	0.8787	329.0	7.4633	691	0.2199	1799	0.5724	652	0.2074	1	0.0003
Protonemura_montana	1378	255271912	85095605	7195.5646	745.0	109229	61752.979	35228.5	249090	17609.0	43442.9507	0.9135	0.8052	316.0	5.3982	242	0.1756	916	0.6647	219	0.1589	1	0.0007
Protophormia_terraenovae	7512	783512026	428254327	4166.4533	748.0	116159	57009.362	36157.5	247321	17254.5	41938.4354	0.9115	0.8346	368.0	9.5876	1511	0.2011	4534	0.6036	1128	0.1502	339	0.0451
Prunella_vulgaris	3340	573427552	244598068	3437.5668	1419.0	90563	73232.9545	55000.0	248969	44266.5	64995.7716	0.8975	0.8729	327.0	5.8246	264	0.079	2166	0.6485	904	0.2707	6	0.0018
Prunus_avium	2485	348426821	186632531	4550.5895	922.0	118059	75103.6342	58378.0	243901	46636.0	64355.0519	0.903	0.8377	325.0	7.1321	200	0.0805	1629	0.6555	640	0.2575	16	0.0064
Prunus_padus	3108	442508012	235863689	2119.0595	54.0	100455	75889.2178	60305.5	249137	53241.5	70427.177	0.814	0.7553	321.0	7.0236	208	0.0669	1967	0.6329	912	0.2934	21	0.0068
Psallus_varians	6344	680096517	348921174	3515.3348	444.0	123399	55000.1851	35114.0	249178	20739.0	44596.8588	0.929	0.858	312.0	9.3281	1555	0.2451	3732	0.5883	1036	0.1633	21	0.0033
Psammoecus_bipunctatus	11	1547826	826494	3079.1818	461.0	27082	75135.8182	82209.0	179390	77547.0	68943.5455	0.991	0.9185	336.0	7.1067	1	0.0909	6	0.5455	4	0.3636	0	0.0
Pseudeuparius_sepicola	8866	769004929	337210192	3031.3341	797.0	120265	38034.0844	15794.0	249190	5984.0	28841.5125	0.954	0.9003	339.0	11.5292	3230	0.3643	4732	0.5337	846	0.0954	58	0.0065
Pseudisothecium_interludens	3364	385383416	188288320	2580.4188	798.0	113205	55971.5577	34451.5	242761	25328.0	48540.272	0.922	0.8888	334.0	8.729	423	0.1257	2285	0.6793	616	0.1831	40	0.0119
Pseudochorthippus_parallelus	9	1748465	869014	2665.2222	1281.0	12636	96557.1111	73754.0	230084	70642.0	90046.3333	1.0	0.9929	334.0	5.1474	0	0.0	5	0.5556	4	0.4444	0	0.0
Pseudocistela_ceramboides	3301	338849739	129543438	1588.6347	755.0	111890	39243.6952	20031.0	244601	16242.0	35371.4465	0.938	0.8949	321.0	9.7418	425	0.1287	2529	0.7661	345	0.1045	2	0.0006
Pseudococcus_viburni	1	144066	85133	5663.0	5663.0	5663	85133.0	85133.0	85133	73830.0	73830.0	1.0	1.0	316.0	6.9413	0	0.0	1	1.0	0	0.0	0	0.0
Pseudognaphalium_luteoalbum	6583	880872603	480240418	2674.9228	684.0	118110	72951.6053	57176.0	247528	49050.0	66241.7175	0.885	0.8401	328.0	7.4733	323	0.0491	4460	0.6775	1743	0.2648	57	0.0087
Pseudoips_prasinana	10573	1124950522	699195744	5524.1958	581.0	122216	66130.3078	48837.0	247220	22381.0	45438.2932	0.956	0.8492	328.0	9.3986	2063	0.1951	6030	0.5703	1752	0.1657	728	0.0689
Pseudosciaphila_branderiana	4386	518827895	302043784	5175.5889	490.5	115116	68865.4318	51860.5	247382	34485.5	54840.7269	0.958	0.8675	323.0	8.4537	574	0.1309	2903	0.6619	908	0.207	1	0.0002
Pseudoscleropodium_purum	1860	312162904	107265391	2286.2683	968.5	95146	57669.5651	36198.0	247388	28387.0	51688.7812	0.931	0.8732	333.0	5.9584	163	0.0876	1312	0.7054	367	0.1973	18	0.0097
Pseudoswammerdamia_combinella	5889	604240958	337725455	3578.2978	539.0	115972	57348.5235	37690.0	248382	20970.0	43739.6582	0.933	0.8253	322.0	9.7461	1421	0.2413	3455	0.5867	920	0.1562	93	0.0158
Pseudotaxiphyllum_elegans	1972	306563830	108353419	1914.3945	730.0	77679	54945.9528	32991.0	236103	25365.5	49342.5715	0.925	0.8912	329.0	6.4326	202	0.1024	1391	0.7054	363	0.1841	16	0.0081
Psococerastis_gibbosa	3253	406785518	212513344	6256.2539	595.0	110128	65328.4181	48639.0	247391	29439.0	49078.3274	0.914	0.8259	318.0	7.9968	491	0.1509	2194	0.6745	568	0.1746	0	0.0
Psychoides_filicivora	3277	483101581	282573939	8752.4956	470.0	118101	86229.4596	75347.0	249358	47231.0	63688.0781	0.945	0.8218	330.0	6.7833	200	0.061	2226	0.6793	819	0.2499	32	0.0098
Pterapherapteryx_sexalata	1818	286086577	170919897	16267.3196	821.0	114501	94015.3449	85616.0	245509	29438.0	50699.4598	0.907	0.7088	326.0	6.3547	269	0.148	1180	0.6491	337	0.1854	32	0.0176
Pterigynandrum_filiforme	2064	304897299	131762320	2186.5213	764.5	98958	63838.3333	44350.5	247129	35988.5	57969.5809	0.925	0.8943	329.0	6.7695	179	0.0867	1406	0.6812	461	0.2234	18	0.0087
Pterostichus_diligens	5043	554636991	238073253	3929.7117	636.0	121838	47208.6562	18772.0	249118	7287.0	34705.1108	0.946	0.8878	349.0	9.0924	1440	0.2855	2957	0.5864	623	0.1235	23	0.0046
Pterostichus_madidus	6187	704983817	461882526	11412.5794	867.0	122345	74653.7136	58123.0	247433	16713.0	37866.0913	0.909	0.7829	349.0	8.7761	1281	0.207	3873	0.626	747	0.1207	286	0.0462
Pterostichus_niger	5878	660309427	398967056	7745.0515	708.5	121902	67874.6267	49353.5	245526	17876.0	39947.1104	0.938	0.8396	351.0	8.9019	1013	0.1723	3710	0.6312	761	0.1295	394	0.067
Pterostichus_vernalis	7244	960357761	485088280	8277.2125	704.0	122460	66964.1469	43379.5	248851	18300.0	43552.5628	0.923	0.8614	349.0	7.543	1278	0.1764	4559	0.6293	1131	0.1561	276	0.0381
Pterostoma_palpinum	3111	417775177	244634845	7810.5677	347.0	119084	78635.4372	66166.0	245221	35033.0	55055.1009	0.952	0.8295	322.0	7.4466	495	0.1591	1942	0.6242	651	0.2093	23	0.0074
Ptilidium_ciliare	5287	1042217737	357441263	3148.5971	999.0	118273	67607.5776	46347.0	249233	34358.0	58955.5979	0.893	0.8608	310.0	5.0728	922	0.1744	3020	0.5712	1337	0.2529	8	0.0015
Ptilodon_cucullina	1999	314810397	187220987	13148.6248	424.0	117004	93657.3222	86999.0	247683	40032.0	58042.2196	0.903	0.7353	322.0	6.3499	170	0.085	1360	0.6803	430	0.2151	39	0.0195
Ptilophora_plumigera	2700	344452217	201769172	5084.0315	476.0	117213	74729.323	62190.0	243881	40943.0	58353.2485	0.957	0.8754	323.0	7.8385	341	0.1263	1778	0.6585	578	0.2141	3	0.0011
Ptycholoma_lecheana	5906	580021916	268766522	3133.9612	623.0	112420	45507.3691	22062.5	244043	12250.0	36385.5867	0.957	0.9067	325.0	10.1824	1650	0.2794	3533	0.5982	720	0.1219	3	0.0005
Ptychomitrium_polyphyllum	815	158781320	36600407	2732.9718	1349.0	67265	44908.4748	25653.0	240006	18086.0	39110.8025	0.984	0.9368	320.0	5.1328	34	0.0417	679	0.8331	100	0.1227	2	0.0025
Ptychoptera_albimana	9	1458157	771880	381.2222	183.0	1236	85764.4444	111566.0	159570	111326.0	84713.2222	0.986	0.9524	335.0	6.1722	0	0.0	4	0.4444	5	0.5556	0	0.0
Ptychoptera_contaminata	912	188334734	67943746	7651.045	284.5	112513	74499.7215	59139.5	243981	41338.5	62400.5932	0.7915	0.6872	386.0	4.8424	79	0.0866	590	0.6469	229	0.2511	14	0.0154
Ptychostomum_cyclophyllum	3092	360832801	169658291	2748.4699	761.0	109111	54870.0812	33829.5	247710	25222.0	48057.0391	0.929	0.8949	316.0	8.5691	403	0.1303	2133	0.6898	539	0.1743	17	0.0055
Ptychostomum_pallens	3525	382302229	167380935	2158.4224	693.0	109113	47483.9532	25172.0	241086	19355.0	41564.7645	0.936	0.9038	321.0	9.2205	705	0.2	2301	0.6528	491	0.1393	28	0.0079
Puffinus_puffinus	4934	1348130257	418865992	2498.5442	600.5	108190	84893.7965	71199.0	248992	63677.5	79065.0961	0.937	0.9079	314.0	3.6599	152	0.0308	3115	0.6313	1665	0.3375	2	0.0004
Pulicaria_dysenterica	5757	831295427	406901340	3530.4228	1169.0	120013	70679.4059	55097.0	249290	44031.0	61646.8194	0.882	0.834	329.0	6.9253	564	0.098	3766	0.6542	1388	0.2411	39	0.0068
Pungitius_pungitius	3200	469827479	209887096	3694.0112	67.0	113547	65589.7175	49875.0	248128	42660.0	60418.0047	0.7855	0.6755	307.0	6.811	237	0.0741	2164	0.6762	737	0.2303	62	0.0194
Pycnococcus_provasolii	146	31083423	7960365	1958.6918	400.0	92475	54523.0479	30154.0	244192	12972.5	48793.5068	0.982	0.7972	310.0	4.697	25	0.1712	91	0.6233	30	0.2055	0	0.0
Pycnomerus_fuliginosus	4023	358454803	165994096	3313.7708	859.0	112859	41261.2717	14516.0	233992	3876.0	30110.9938	0.958	0.9091	332.0	11.2232	1527	0.3796	2077	0.5163	417	0.1037	2	0.0005
Pyralis_farinalis	8554	984900141	625705966	5092.3272	498.0	115397	73147.7632	59909.0	248184	34554.5	53126.4996	0.947	0.8522	323.0	8.6851	1197	0.1399	5303	0.6199	1660	0.1941	394	0.0461
Pyrausta_aurata	3529	411728876	169577831	1513.8232	545.0	102550	48052.6583	27045.0	244249	22016.0	43807.27	0.949	0.9118	324.0	8.5712	439	0.1244	2550	0.7226	538	0.1525	2	0.0006
Pyrausta_despicata	4171	480310427	273358603	3821.3805	381.0	115602	65537.9053	48959.0	247969	31453.0	52340.0647	0.962	0.8814	323.0	8.684	701	0.1681	2544	0.6099	838	0.2009	88	0.0211
Pyrausta_nigrata	4819	538636446	291164367	3431.9925	515.0	106129	60420.0803	41174.0	247811	28342.0	49897.9228	0.967	0.9015	323.0	8.9467	901	0.187	2998	0.6221	893	0.1853	27	0.0056
Pyrausta_purpuralis	7556	806477202	426407677	3645.4708	730.0	120514	56432.9906	35103.5	249232	20663.5	43912.4142	0.95	0.8858	328.0	9.3691	1615	0.2137	4588	0.6072	1213	0.1605	140	0.0185
Pyrgus_malvae	12	1544873	746250	2521.5833	1306.0	14245	62187.5	35845.5	139646	33828.5	57126.0	1.0	0.9806	325.5	7.7676	1	0.0833	6	0.5	5	0.4167	0	0.0
Pyrochroa_serraticornis	786	248945878	47351671	5233.8041	1236.5	106998	60243.8562	33689.5	247839	20893.0	47504.2888	0.944	0.9037	331.5	3.1573	75	0.0954	573	0.729	138	0.1756	0	0.0
Pyrrhia_umbra	3762	433580075	240504865	3604.0085	458.0	115110	63930.0545	46524.0	245068	31735.5	52091.1741	0.943	0.8825	329.0	8.6766	718	0.1909	2320	0.6167	716	0.1903	8	0.0021
Pyrrhosoma_nymphula	14490	2105489092	757438157	1615.8615	508.0	120037	52273.1647	22885.0	249118	17060.5	47774.0591	0.944	0.8947	315.0	6.882	2734	0.1887	8799	0.6072	2838	0.1959	119	0.0082
Pyrus_communis	2736	487479539	207214755	3631.6553	831.0	101980	75736.3871	60272.0	247496	47269.5	66005.9053	0.8805	0.8229	322.0	5.6125	288	0.1053	1696	0.6199	742	0.2712	10	0.0037
Quedius_lateralis	5436	742909232	293722571	3346.3698	832.0	121506	54032.8497	28724.5	249739	16746.0	43488.4708	0.922	0.8667	334.0	7.3172	1192	0.2193	3262	0.6001	870	0.16	112	0.0206
Quercus_cerris	5617	776749506	426455871	3787.989	58.0	116916	75922.3555	61154.0	247456	48476.0	65480.8711	0.837	0.7619	334.0	7.2314	379	0.0675	3670	0.6534	1504	0.2678	64	0.0114
Quercus_ilex	6056	845357540	397099086	3354.2158	375.0	108021	65571.1833	47795.0	248149	34305.0	55690.6475	0.867	0.8051	332.0	7.1638	622	0.1027	3957	0.6534	1333	0.2201	144	0.0238
Quercus_petraea	4839	818413068	341228254	3502.9651	513.0	113019	70516.2749	53221.0	248699	39823.0	60327.2244	0.876	0.8018	332.0	5.9127	499	0.1031	3162	0.6534	1171	0.242	7	0.0014
Quercus_robur	5216	784915208	391295915	3927.6559	67.0	120797	75018.3886	59141.5	246418	45180.5	64488.1054	0.86	0.7813	333.0	6.6453	453	0.0868	3358	0.6438	1390	0.2665	15	0.0029
Racomitrium_heterostichum	1396	231346206	76525929	2414.3696	1209.5	63659	54818.0007	32899.0	235112	26325.0	49478.6841	0.957	0.9196	313.0	6.0342	121	0.0867	1028	0.7364	246	0.1762	1	0.0007
Radula_complanata	2779	659407195	214808459	2847.5189	1710.0	84289	77297.0345	59168.0	247680	51933.0	71318.8298	0.893	0.8789	314.0	4.2144	216	0.0777	1705	0.6135	853	0.3069	5	0.0018
Raja_brachyura	20759	2684951341	1657235605	6598.6698	820.0	121223	79832.1502	66373.0	249297	41658.0	59917.662	0.918	0.815	311.0	7.7316	1349	0.065	14130	0.6807	4658	0.2244	622	0.03
Raja_clavata	20699	2704026969	1708343907	7136.7539	816.0	121325	82532.6782	69831.0	249113	45418.0	62498.2231	0.915	0.8092	311.0	7.6549	1180	0.057	14431	0.6972	4919	0.2376	169	0.0082
Raja_montagui	22317	2710928333	1674567177	6248.8389	793.0	118364	75035.4966	58807.0	248179	38811.0	57424.707	0.916	0.8127	311.0	8.2322	1492	0.0669	15929	0.7138	4686	0.21	210	0.0094
Rallus_aquaticus	4587	1196682897	345515248	2879.9372	481.0	109610	75324.8851	56596.0	247819	47741.0	68819.5376	0.945	0.8971	310.0	3.8331	167	0.0364	3133	0.683	1284	0.2799	3	0.0007
Ramalina_siliquosa	235	70978917	13879964	2798.3447	838.0	73417	59063.6766	34032.0	226347	21272.0	53388.8553	0.94	0.8487	300.0	3.3108	17	0.0723	166	0.7064	52	0.2213	0	0.0
Ramariopsis_corniculata	369	46932448	11163470	1477.3117	900.0	21503	30253.3062	15376.0	239328	12140.0	26699.393	0.936	0.9187	303.0	7.8624	90	0.2439	260	0.7046	19	0.0515	0	0.0
Ramularia_vizellae	36	44069670	2640407	3245.3611	1217.0	18416	73344.6389	61601.5	225806	59275.0	66425.6667	0.912	0.8779	311.0	0.8169	3	0.0833	25	0.6944	8	0.2222	0	0.0
Rana_temporaria	43838	4100487578	2158253347	3185.984	588.0	120652	49232.4775	26200.5	249954	10317.0	36228.341	0.923	0.8499	314.0	10.6909	13133	0.2996	24609	0.5614	5504	0.1256	592	0.0135
Ranunculus_sardous	21438	2848166796	1571485372	4123.9152	2415.5	113495	73303.7304	57703.5	249601	46284.0	63220.7448	0.89	0.8587	314.0	7.5269	1275	0.0595	14695	0.6855	5278	0.2462	190	0.0089
Ranunculus_sceleratus	23813	2974235871	1617729277	3038.4944	1565.0	117135	67934.7112	49766.0	248747	41948.0	60627.7693	0.888	0.8589	312.0	8.0064	1713	0.0719	16388	0.6882	5607	0.2355	105	0.0044
